,Helipad_number,FAA_index,latitude,longitude,zoom,groundtruth,category,minX,minY,maxX,maxY,url
3326,3245,11197,42.981477222222225,-70.91866694444445,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=42.981477222222225,-70.91866694444445&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3327,3246,11198,42.981975,-70.9362361111111,20,True,1,190,214,424,449,"http://maps.googleapis.com/maps/api/staticmap?center=42.981975,-70.9362361111111&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3328,3247,11201,43.41785472222222,-71.64479833333334,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=43.41785472222222,-71.64479833333334&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3329,3248,11202,43.44834166666666,-71.64543055555556,20,True,1,244,241,399,409,"http://maps.googleapis.com/maps/api/staticmap?center=43.44834166666666,-71.64543055555556&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3330,3249,11203,43.808611111111105,-71.09166666666667,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=43.808611111111105,-71.09166666666667&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3331,3250,11206,43.54527777777778,-71.99611111111109,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=43.54527777777778,-71.99611111111109&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3332,3251,11207,42.929444444444435,-71.86083333333333,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=42.929444444444435,-71.86083333333333&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3333,3252,11208,44.06361111111111,-71.1527777777778,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=44.06361111111111,-71.1527777777778&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3334,3253,11209,44.04383333333333,-71.16673333333334,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=44.04383333333333,-71.16673333333334&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3335,3254,11210,42.87408333333333,-71.17966666666669,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=42.87408333333333,-71.17966666666669&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3336,3255,11211,42.93758972222222,-70.84255333333333,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=42.93758972222222,-70.84255333333333&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3337,3256,11213,42.9503888888889,-70.85659166666666,20,True,3,281,282,372,372,"http://maps.googleapis.com/maps/api/staticmap?center=42.9503888888889,-70.85659166666666&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3338,3257,11214,43.673972222222226,-72.20647222222223,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=43.673972222222226,-72.20647222222223&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3339,3258,11216,43.14441666666666,-71.85361111111109,20,True,4,267,346,364,452,"http://maps.googleapis.com/maps/api/staticmap?center=43.14441666666666,-71.85361111111109&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3340,3259,11219,43.11,-71.91733333333333,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=43.11,-71.91733333333333&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3341,3260,11220,43.05597222222222,-71.44675000000002,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=43.05597222222222,-71.44675000000002&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3342,3261,11221,42.794166666666655,-71.36777777777776,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=42.794166666666655,-71.36777777777776&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3343,3262,11222,44.14812333333333,-71.16812777777778,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=44.14812333333333,-71.16812777777778&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3344,3263,11223,44.14172222222222,-71.18111111111112,20,True,9,79,254,261,433,"http://maps.googleapis.com/maps/api/staticmap?center=44.14172222222222,-71.18111111111112&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3345,3264,11224,44.15593611111111,-71.15686944444445,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=44.15593611111111,-71.15686944444445&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3346,3265,11226,42.79869555555555,-71.98285722222222,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=42.79869555555555,-71.98285722222222&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3347,3266,11227,42.94895833333333,-72.29189722222222,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=42.94895833333333,-72.29189722222222&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3348,3267,11231,42.92388611111111,-70.95145000000002,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=42.92388611111111,-70.95145000000002&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3349,3268,11232,43.60087222222222,-71.46633888888887,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=43.60087222222222,-71.46633888888887&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3350,3269,11234,43.52794444444446,-71.4641388888889,20,True,5,451,217,540,315,"http://maps.googleapis.com/maps/api/staticmap?center=43.52794444444446,-71.4641388888889&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3351,3270,11235,44.503668055555565,-71.5692511111111,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=44.503668055555565,-71.5692511111111&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3352,3271,11236,44.4865,-71.554,20,True,6,205,104,356,249,"http://maps.googleapis.com/maps/api/staticmap?center=44.4865,-71.554&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3353,3272,11237,43.677588888888884,-72.27109722222222,20,True,6,217,247,454,453,"http://maps.googleapis.com/maps/api/staticmap?center=43.677588888888884,-72.27109722222222&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3354,3273,11239,43.66783333333333,-72.20272222222222,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=43.66783333333333,-72.20272222222222&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3355,3274,11240,42.854875,-71.47372222222222,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=42.854875,-71.47372222222222&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3356,3275,11241,44.317580555555566,-71.82677222222222,20,True,1,196,223,410,421,"http://maps.googleapis.com/maps/api/staticmap?center=44.317580555555566,-71.82677222222222&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3357,3276,11242,42.823888888888895,-71.365,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=42.823888888888895,-71.365&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3358,3277,11244,43.340912777777774,-71.47090472222223,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=43.340912777777774,-71.47090472222223&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3359,3278,11245,43.35841111111111,-71.44118055555556,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=43.35841111111111,-71.44118055555556&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3360,3279,11246,43.3584125,-71.46340472222222,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=43.3584125,-71.46340472222222&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3361,3280,11247,43.36583333333334,-71.45583333333333,20,True,9,345,315,561,507,"http://maps.googleapis.com/maps/api/staticmap?center=43.36583333333334,-71.45583333333333&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3362,3280,11247,43.36583333333334,-71.45583333333333,20,True,9,108,108,257,260,"http://maps.googleapis.com/maps/api/staticmap?center=43.36583333333334,-71.45583333333333&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3363,3280,11247,43.36583333333334,-71.45583333333333,20,True,9,250,13,399,167,"http://maps.googleapis.com/maps/api/staticmap?center=43.36583333333334,-71.45583333333333&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3364,3281,11248,42.992394444444436,-71.46533611111111,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=42.992394444444436,-71.46533611111111&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3365,3282,11249,42.9917,-71.47410555555554,20,True,1,252,250,434,422,"http://maps.googleapis.com/maps/api/staticmap?center=42.9917,-71.47410555555554&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3366,3283,11250,42.98494444444446,-71.43772222222222,20,True,6,238,240,400,412,"http://maps.googleapis.com/maps/api/staticmap?center=42.98494444444446,-71.43772222222222&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3367,3284,11256,43.6975,-71.49583333333334,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=43.6975,-71.49583333333334&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3368,3285,11257,43.679444444444435,-71.51944444444446,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=43.679444444444435,-71.51944444444446&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3369,3286,11258,43.62618583333333,-71.55924194444444,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=43.62618583333333,-71.55924194444444&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3370,3287,11259,42.86013888888889,-71.48783333333333,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=42.86013888888889,-71.48783333333333&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3371,3288,11260,42.81703166666667,-71.50534472222222,20,True,3,237,287,389,418,"http://maps.googleapis.com/maps/api/staticmap?center=42.81703166666667,-71.50534472222222&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3372,3289,11261,42.83092027777778,-71.51090055555554,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=42.83092027777778,-71.51090055555554&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3373,3290,11263,42.80579722222222,-71.6187972222222,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=42.80579722222222,-71.6187972222222&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3374,3291,11264,42.81544722222222,-71.12439444444443,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=42.81544722222222,-71.12439444444443&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3375,3292,11265,42.80777777777777,-71.68583333333333,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=42.80777777777777,-71.68583333333333&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3376,3293,11266,42.81473333333333,-71.66108333333334,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=42.81473333333333,-71.66108333333334&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3377,3294,11267,42.899444444444434,-71.64666666666669,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=42.899444444444434,-71.64666666666669&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3378,3295,11269,43.6755,-71.40272222222222,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=43.6755,-71.40272222222222&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3379,3296,11271,42.73675555555555,-71.48145472222222,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=42.73675555555555,-71.48145472222222&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3380,3297,11272,42.708333333333336,-71.45833333333334,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=42.708333333333336,-71.45833333333334&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3381,3298,11273,42.75557777777778,-71.46156666666667,20,True,8,294,281,387,387,"http://maps.googleapis.com/maps/api/staticmap?center=42.75557777777778,-71.46156666666667&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3382,3299,11275,42.936861111111114,-71.6695277777778,20,True,9,298,272,369,350,"http://maps.googleapis.com/maps/api/staticmap?center=42.936861111111114,-71.6695277777778&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3383,3300,11276,42.97980527777778,-71.69562916666669,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=42.97980527777778,-71.69562916666669&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3384,3301,11278,42.978194444444455,-71.69380555555556,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=42.978194444444455,-71.69380555555556&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3385,3302,11281,43.42008055555554,-71.99885833333333,20,True,5,227,272,348,412,"http://maps.googleapis.com/maps/api/staticmap?center=43.42008055555554,-71.99885833333333&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3386,3303,11283,44.0431,-71.15722222222223,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=44.0431,-71.15722222222223&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3387,3304,11284,44.062486111111106,-71.13717222222223,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=44.062486111111106,-71.13717222222223&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3388,3305,11285,44.033403055555546,-71.14618166666669,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=44.033403055555546,-71.14618166666669&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3389,3306,11286,44.69329166666666,-71.57500833333333,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=44.69329166666666,-71.57500833333333&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3390,3307,11287,43.22328333333334,-71.24895833333333,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=43.22328333333334,-71.24895833333333&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3391,3308,11289,43.21124722222223,-71.24009166666667,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=43.21124722222223,-71.24009166666667&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3392,3309,11291,43.86002777777777,-72.09588611111111,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=43.86002777777777,-72.09588611111111&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3393,3310,11292,42.700833333333335,-71.37111111111109,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=42.700833333333335,-71.37111111111109&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3394,3311,11293,42.762861111111114,-71.31527222222222,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=42.762861111111114,-71.31527222222222&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3395,3312,11295,43.19591472222222,-71.47729222222222,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=43.19591472222222,-71.47729222222222&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3396,3313,11296,43.13226666666666,-71.43953611111111,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=43.13226666666666,-71.43953611111111&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3397,3314,11297,42.892513888888885,-71.94111666666667,20,True,1,196,223,432,422,"http://maps.googleapis.com/maps/api/staticmap?center=42.892513888888885,-71.94111666666667&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3398,3315,11298,42.89626666666667,-71.91516666666669,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=42.89626666666667,-71.91516666666669&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3399,3316,11299,44.00802777777778,-72.08961111111111,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=44.00802777777778,-72.08961111111111&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3400,3317,11300,43.54312666666666,-72.35231333333333,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=43.54312666666666,-72.35231333333333&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3401,3318,11301,43.58201666666667,-72.20314444444446,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=43.58201666666667,-72.20314444444446&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3402,3319,11302,43.525,-72.35827777777777,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=43.525,-72.35827777777777&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3403,3320,11303,43.73392777777778,-71.67909444444443,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=43.73392777777778,-71.67909444444443&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3404,3321,11305,43.75728333333333,-71.69577777777778,20,True,9,289,236,440,395,"http://maps.googleapis.com/maps/api/staticmap?center=43.75728333333333,-71.69577777777778&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3405,3322,11307,43.06461,-70.79150513888891,20,True,6,234,228,409,412,"http://maps.googleapis.com/maps/api/staticmap?center=43.06461,-70.79150513888891&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3406,3323,11308,42.98516666666666,-71.17828333333334,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=42.98516666666666,-71.17828333333334&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3407,3324,11310,43.223044444444454,-70.83156388888888,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=43.223044444444454,-70.83156388888888&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3408,3325,11311,42.80342222222222,-71.1828361111111,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=42.80342222222222,-71.1828361111111&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3409,3326,11314,42.895923333333336,-70.86116444444444,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=42.895923333333336,-70.86116444444444&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3410,3327,11315,42.78980805555555,-71.83452055555556,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=42.78980805555555,-71.83452055555556&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3411,3328,11318,43.96100000000001,-71.88883333333334,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=43.96100000000001,-71.88883333333334&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3412,3329,11320,43.838411111111114,-71.88582777777779,20,True,4,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=43.838411111111114,-71.88582777777779&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3413,3330,11322,43.04064083333334,-71.12561638888889,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=43.04064083333334,-71.12561638888889&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3414,3331,11324,42.94361111111111,-72.48444444444445,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=42.94361111111111,-72.48444444444445&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3415,3332,11327,42.82571,-71.74115,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=42.82571,-71.74115&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3416,3333,11330,43.637244444444434,-71.15313333333334,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=43.637244444444434,-71.15313333333334&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3417,3334,11331,43.582261111111116,-71.201725,20,True,1,251,243,432,416,"http://maps.googleapis.com/maps/api/staticmap?center=43.582261111111116,-71.201725&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3418,3335,11333,43.56023888888888,-71.19493611111113,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=43.56023888888888,-71.19493611111113&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3419,3336,11336,44.13540833333333,-72.02447777777778,20,True,1,255,251,394,391,"http://maps.googleapis.com/maps/api/staticmap?center=44.13540833333333,-72.02447777777778&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3420,3337,11339,40.98787555555555,-74.72516388888889,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=40.98787555555555,-74.72516388888889&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3421,3338,11341,40.636833333333335,-74.86911111111111,20,True,7,243,242,404,400,"http://maps.googleapis.com/maps/api/staticmap?center=40.636833333333335,-74.86911111111111&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3422,3339,11343,39.74594888888889,-74.92044166666669,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=39.74594888888889,-74.92044166666669&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3423,3340,11345,39.35898888888889,-74.43467777777778,20,True,1,205,222,428,414,"http://maps.googleapis.com/maps/api/staticmap?center=39.35898888888889,-74.43467777777778&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3424,3341,11346,39.37956111111111,-74.4276488888889,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=39.37956111111111,-74.4276488888889&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3425,3342,11348,39.35641388888889,-74.418175,20,True,9,236,244,377,392,"http://maps.googleapis.com/maps/api/staticmap?center=39.35641388888889,-74.418175&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3426,3343,11349,39.357060833333335,-74.42014861111113,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=39.357060833333335,-74.42014861111113&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3427,3344,11350,40.716767499999996,-74.54960111111113,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=40.716767499999996,-74.54960111111113&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3428,3345,11351,40.66472222222223,-74.09108333333333,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=40.66472222222223,-74.09108333333333&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3429,3346,11352,39.907340277777784,-74.23486444444444,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=39.907340277777784,-74.23486444444444&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3430,3347,11353,40.70777777777778,-74.68388888888889,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=40.70777777777778,-74.68388888888889&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3431,3348,11354,40.65232388888889,-74.6968275,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=40.65232388888889,-74.6968275&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3432,3349,11355,40.67232361111111,-74.69404972222223,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=40.67232361111111,-74.69404972222223&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3433,3350,11356,40.42510805555556,-74.09958555555555,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=40.42510805555556,-74.09958555555555&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3434,3351,11361,40.66667222222222,-74.63334166666667,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=40.66667222222222,-74.63334166666667&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3435,3352,11363,40.969819722222226,-74.95739416666667,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=40.969819722222226,-74.95739416666667&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3436,3353,11364,40.95194444444445,-74.91888888888889,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=40.95194444444445,-74.91888888888889&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3437,3354,11365,40.83883055555556,-74.179125,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=40.83883055555556,-74.179125&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3438,3355,11366,40.126225277777785,-74.26458944444444,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=40.126225277777785,-74.26458944444444&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3439,3356,11367,40.56454722222222,-74.55487805555555,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=40.56454722222222,-74.55487805555555&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3440,3357,11368,40.55649194444444,-74.56237833333333,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=40.55649194444444,-74.56237833333333&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
3441,3358,11369,41.154262777777774,-74.71321944444446,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=41.154262777777774,-74.71321944444446&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
